route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"17-304-aus-7","","304","City (Lonsdale St) - Doncaster SC","3","FF8200","FFFFFF"
"17-305-aus-7","","305","City (King/Lonsdale Sts) - The Pines","3","FF8200","FFFFFF"
"17-309-aus-6","","309","City (Queen St) - Donvale","3","FF8200","FFFFFF"
"17-350-aus-6","","350","City (Queen St) - La Trobe University","3","FF8200","FFFFFF"
"17-903-aus-7","","903","Altona - Mordialloc","3","FF8200","FFFFFF"
"17-905-aus-7","","905","City (King/Lonsdale Sts) - The Pines SC","3","FF8200","FFFFFF"
"17-906-aus-7","","906","City (King/Lonsdale Sts) - Warrandyte","3","FF8200","FFFFFF"
"17-907-aus-7","","907","City (King/Lonsdale Sts) - Mitcham","3","FF8200","FFFFFF"
"17-908-aus-7","","908","City (King/Lonsdale Sts) - The Pines SC","3","FF8200","FFFFFF"
"18-901-aus-1","","901","Melbourne Airport - Frankston","3","FF8200","FFFFFF"
"18-902-aus-1","","902","Airport West - Chelsea","3","FF8200","FFFFFF"
"18-903-aus-1","","903","Altona - Mordialloc","3","FF8200","FFFFFF"
"19-663-aus-4","","663","Lilydale - Belgrave","3","FF8200","FFFFFF"
"19-663-aus-7","","663","Lilydale - Belgrave","3","FF8200","FFFFFF"
"19-663-aus-8","","663","Lilydale - Belgrave","3","FF8200","FFFFFF"
"19-663-aus-9","","663","Lilydale - Belgrave","3","FF8200","FFFFFF"
"19-664-aus-10","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-11","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-12","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-13","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-14","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-15","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-664-aus-8","","664","Knox City SC - Chirnside Park SC","3","FF8200","FFFFFF"
"19-670-aus-10","","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"19-670-aus-11","","670","Lilydale - Ringwood","3","FF8200","FFFFFF"
"19-670-aus-12","","670","Ringwood - Lilydale","3","FF8200","FFFFFF"
"19-670-aus-13","","670","Ringwood - Lilydale","3","FF8200","FFFFFF"
"19-670-aus-14","","670","Ringwood - Lilydale","3","FF8200","FFFFFF"
"19-670-aus-15","","670","Ringwood - Lilydale","3","FF8200","FFFFFF"
"19-670-aus-8","","670","Ringwood - Lilydale","3","FF8200","FFFFFF"
"19-671-aus-4","","671","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-671-aus-7","","671","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-671-aus-8","","671","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-671-aus-9","","671","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-672-aus-4","","672","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-672-aus-7","","672","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-672-aus-8","","672","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-672-aus-9","","672","Croydon - Chirnside Park SC","3","FF8200","FFFFFF"
"19-675-aus-4","","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"19-675-aus-7","","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"19-675-aus-8","","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"19-675-aus-9","","675","Mooroolbark - Chirnside Park SC","3","FF8200","FFFFFF"
"19-677-aus-4","","677","Lilydale - Chirnside Park SC","3","FF8200","FFFFFF"
"19-677-aus-7","","677","Lilydale - Chirnside Park SC","3","FF8200","FFFFFF"
"19-677-aus-8","","677","Lilydale - Chirnside Park SC","3","FF8200","FFFFFF"
"19-677-aus-9","","677","Lilydale - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-10","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-11","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-12","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-13","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-14","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-15","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-679-aus-8","","679","Ringwood - Chirnside Park SC","3","FF8200","FFFFFF"
"19-680-aus-4","","680","Lilydale - Mooroolbark","3","FF8200","FFFFFF"
"19-680-aus-7","","680","Lilydale - Mooroolbark","3","FF8200","FFFFFF"
"19-680-aus-8","","680","Lilydale - Mooroolbark","3","FF8200","FFFFFF"
"19-680-aus-9","","680","Lilydale - Mooroolbark","3","FF8200","FFFFFF"
"19-681-aus-1","","681","Knox City SC","3","FF8200","FFFFFF"
"19-681-aus-3","","681","Knox City SC","3","FF8200","FFFFFF"
"19-681-aus-4","","681","Knox City SC","3","FF8200","FFFFFF"
"19-681-aus-5","","681","Knox City SC","3","FF8200","FFFFFF"
"19-688-aus-10","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-11","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-12","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-13","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-14","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-15","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-688-aus-8","","688","Croydon - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-689-aus-10","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-689-aus-11","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-689-aus-12","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-689-aus-13","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-689-aus-8","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-689-aus-9","","689","Croydon Station - Montrose","3","FF8200","FFFFFF"
"19-690-aus-10","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-11","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-12","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-13","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-14","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-15","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-690-aus-8","","690","Croydon - Boronia","3","FF8200","FFFFFF"
"19-691-aus-10","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-691-aus-11","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-691-aus-12","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-691-aus-13","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-691-aus-8","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-691-aus-9","","691","Waverley Gardens SC - Boronia","3","FF8200","FFFFFF"
"19-693-aus-10","","693","Oakleigh - Belgrave","3","FF8200","FFFFFF"
"19-693-aus-11","","693","Oakleigh - Belgrave","3","FF8200","FFFFFF"
"19-693-aus-7","","693","Oakleigh - Belgrave","3","FF8200","FFFFFF"
"19-693-aus-8","","693","Belgrave - Oakleigh","3","FF8200","FFFFFF"
"19-693-aus-9","","693","Oakleigh - Belgrave","3","FF8200","FFFFFF"
"19-694-aus-4","","694","Belgrave - Mt Dandenong","3","FF8200","FFFFFF"
"19-694-aus-7","","694","Belgrave - Mt Dandenong","3","FF8200","FFFFFF"
"19-694-aus-8","","694","Belgrave - Mt Dandenong","3","FF8200","FFFFFF"
"19-694-aus-9","","694","Belgrave - Mt Dandenong","3","FF8200","FFFFFF"
"19-695-aus-1","","695","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-aus-2","","695","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-aus-4","","695","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-aus-6","","695","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-F-aus-10","","695F","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-F-aus-11","","695F","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-F-aus-7","","695F","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-695-F-aus-9","","695F","Belgrave - Gembrook","3","FF8200","FFFFFF"
"19-697-aus-7","","697","Belgrave - Belgrave South","3","FF8200","FFFFFF"
"19-697-aus-8","","697","Belgrave - Belgrave South","3","FF8200","FFFFFF"
"19-699-aus-4","","699","Belgrave - Upwey","3","FF8200","FFFFFF"
"19-699-aus-7","","699","Belgrave - Upwey","3","FF8200","FFFFFF"
"19-699-aus-8","","699","Belgrave - Upwey","3","FF8200","FFFFFF"
"19-699-aus-9","","699","Belgrave - Upwey","3","FF8200","FFFFFF"
"19-732-aus-10","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-11","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-12","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-13","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-14","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-15","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-732-aus-8","","732","Box Hill - Upper Ferntree Gully","3","FF8200","FFFFFF"
"19-734-aus-10","","734","Glen Iris - Glen Waverley","3","FF8200","FFFFFF"
"19-734-aus-11","","734","Glen Iris - Glen Waverley","3","FF8200","FFFFFF"
"19-734-aus-7","","734","Glen Iris - Glen Waverley","3","FF8200","FFFFFF"
"19-734-aus-8","","734","Glen Iris - Glen Waverley","3","FF8200","FFFFFF"
"19-734-aus-9","","734","Glen Iris - Glen Waverley","3","FF8200","FFFFFF"
"19-735-aus-10","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-11","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-12","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-13","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-14","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-15","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-735-aus-8","","735","Box Hill - Nunawading","3","FF8200","FFFFFF"
"19-736-aus-10","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-11","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-12","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-13","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-14","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-15","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-736-aus-8","","736","Mitcham - Blackburn","3","FF8200","FFFFFF"
"19-737-aus-10","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-11","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-12","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-13","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-14","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-15","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-737-aus-8","","737","Croydon - Monash University","3","FF8200","FFFFFF"
"19-738-aus-10","","738","Knox City - Mitcham","3","FF8200","FFFFFF"
"19-738-aus-11","","738","Knox City - Mitcham","3","FF8200","FFFFFF"
"19-738-aus-12","","738","Mitcham - Knox City","3","FF8200","FFFFFF"
"19-738-aus-13","","738","Mitcham - Knox City","3","FF8200","FFFFFF"
"19-738-aus-14","","738","Mitcham - Knox City","3","FF8200","FFFFFF"
"19-738-aus-15","","738","Mitcham - Knox City","3","FF8200","FFFFFF"
"19-738-aus-8","","738","Mitcham - Knox City","3","FF8200","FFFFFF"
"19-740-aus-1","","740","Mitcham - Vermont East","3","FF8200","FFFFFF"
"19-740-aus-3","","740","Mitcham - Vermont East","3","FF8200","FFFFFF"
"19-740-aus-4","","740","Mitcham - Vermont East","3","FF8200","FFFFFF"
"19-740-aus-5","","740","Mitcham - Vermont East","3","FF8200","FFFFFF"
"19-742-aus-10","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-742-aus-11","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-742-aus-12","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-742-aus-13","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-742-aus-8","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-742-aus-9","","742","Ringwood Station - Chadstone SC","3","FF8200","FFFFFF"
"19-745-aus-4","","745","Wantirna /  Boronia - Bayswater","3","FF8200","FFFFFF"
"19-745-aus-7","","745","Wantirna /  Boronia - Bayswater","3","FF8200","FFFFFF"
"19-745-aus-8","","745","Wantirna /  Boronia - Bayswater","3","FF8200","FFFFFF"
"19-745-aus-9","","745","Wantirna /  Boronia - Bayswater","3","FF8200","FFFFFF"
"19-753-aus-4","","753","Glen Waverley - Bayswater","3","FF8200","FFFFFF"
"19-753-aus-7","","753","Glen Waverley - Bayswater","3","FF8200","FFFFFF"
"19-753-aus-8","","753","Glen Waverley - Bayswater","3","FF8200","FFFFFF"
"19-753-aus-9","","753","Glen Waverley - Bayswater","3","FF8200","FFFFFF"
"19-754-aus-10","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-11","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-12","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-13","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-8","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-754-aus-9","","754","Rowville - Glen Waverley","3","FF8200","FFFFFF"
"19-755-aus-10","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-11","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-12","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-13","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-14","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-15","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-755-aus-8","","755","Bayswater - Knox City SC","3","FF8200","FFFFFF"
"19-765-aus-10","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-11","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-12","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-13","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-14","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-15","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"19-765-aus-8","","765","Mitcham - Box Hill","3","FF8200","FFFFFF"
"20-700-aus-10","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-11","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-4","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-5","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-6","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-8","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-700-aus-9","","700","Oakleigh Station - Chadstone SC","3","FF8200","FFFFFF"
"20-701-aus-10","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-4","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-5","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-6","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-7","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-8","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-701-aus-9","","701","Oakleigh - Bentleigh","3","FF8200","FFFFFF"
"20-703-aus-10","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-4","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-5","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-6","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-7","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-8","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-703-aus-9","","703","Middle Brighton - Blackburn","3","FF8200","FFFFFF"
"20-704-aus-10","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-4","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-5","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-6","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-7","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-8","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-704-aus-9","","704","Oakleigh - Clayton","3","FF8200","FFFFFF"
"20-706-aus-2","","706","Mordialloc - Chelsea","3","FF8200","FFFFFF"
"20-706-aus-3","","706","Mordialloc - Chelsea","3","FF8200","FFFFFF"
"20-706-aus-4","","706","Mordialloc - Chelsea","3","FF8200","FFFFFF"
"20-706-aus-5","","706","Mordialloc - Chelsea","3","FF8200","FFFFFF"
"20-706-aus-6","","706","Mordialloc - Chelsea","3","FF8200","FFFFFF"
"20-733-aus-10","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-4","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-5","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-6","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-7","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-8","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-733-aus-9","","733","Oakleigh - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-10","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-4","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-5","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-6","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-7","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-8","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-766-aus-9","","766","Burwood - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-10","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-4","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-5","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-6","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-7","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-8","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-767-aus-9","","767","Southland SC - Box Hill","3","FF8200","FFFFFF"
"20-900-aus-2","","900","Caulfield - Stud Park SC","3","FF8200","FFFFFF"
"20-900-aus-3","","900","Caulfield - Stud Park SC","3","FF8200","FFFFFF"
"20-900-aus-4","","900","Caulfield - Stud Park SC","3","FF8200","FFFFFF"
