,Unnamed: 0,Area Name,Total 2016,Total 2021,Total 2026,Total 2031,Total 2036,GCCSA,Total Growth,Total Growth %,Lat,Lon,place_id,addr_1,addr-2,Confidence,Municipality,Suburb_geoapify,bbox_lat1,bbox_lat2,bbox_lon1,bbox_lon2
56,181.0,Chelsea,14833.0,15915.0,16805.0,17695.0,18637.0,2GMEL,3804.0,0.256455201,-38.0497386,145.121407,512dd0ee90e223624059a62c9ed55d0643c0f00101f9018afb240000000000c00205,Chelsea,Chelsea,1.0,City of Kingston,Chelsea,-38.06013,-38.039166,145.110021,145.133213
57,182.0,Chelsea Heights,5538.0,5614.0,5744.0,5933.0,6155.0,2GMEL,617.0,0.11141206199999999,-38.0395381,145.132786,51bceb6cc83f2462405916399f950f0543c0f00101f90189fb240000000000c00205,Chelsea Heights,Chelsea Heights,1.0,City of Kingston,Chelsea Heights,-38.054995,-38.025384,145.123085,145.144567
58,,Cheltenham,34912.0,39324.0,43072.0,46541.0,50101.0,2GMEL,15189.0,0.435065307,-37.9634181,145.0615668,519f10f05af821624059eeefc74851fb42c0f00101f901f6ac240000000000c00205,Cheltenham,Cheltenham,1.0,City of Kingston,Cheltenham,-37.976278,-37.947632,145.027258,145.093178
59,1007.0,Chirnside Park,10266.0,11944.0,13032.0,14088.0,15022.0,2GMEL,4756.0,0.463276836,-37.7385835,145.3143181,514f01d5e40e2a624059bfee74e789de42c0f00101f901f7ac240000000000c00205,Chirnside Park,Chirnside Park,1.0,Shire of Yarra Ranges,Chirnside Park,-37.771659,-37.712187,145.286941,145.342735
60,1043.0,Clarinda - Oakleigh South,12323.0,12445.0,12601.0,12828.0,13125.0,2GMEL,802.0,0.065081555,-37.9248257,145.0921745,51cee0ef17f3226240590a0044b060f642c0f00101f901c29d240000000000c00205,Oakleigh South,Oakleigh South,1.0,City of Monash,Oakleigh South,-37.944458,-37.909515,145.079533,145.113266
61,1055.0,Clayton,23672.0,28152.0,31229.0,34030.0,37195.0,2GMEL,13523.0,0.57126563,-37.9173212,145.1304242,516c335f6f2c24624059b8f6f4c76af542c0f00101f9018b9d240000000000c00205,Clayton,Clayton,1.0,City of Monash,Clayton,-37.931386,-37.899152,145.107521,145.151616
62,1044.0,Clayton South,13296.0,14335.0,16445.0,19340.0,20790.0,2GMEL,7494.0,0.563628159,-37.9430924,145.125236,510589edee0124624059968d7340b7f842c0f00101f901b2a8240000000000c00205,Clayton South,Clayton South,1.0,City of Kingston,Clayton South,-37.961478,-37.927429,145.107109,145.141898
63,105.0,Coburg,27802.0,30690.0,33085.0,35805.0,38578.0,2GMEL,10776.0,0.387598015,-37.7449752,144.9643314,51303086cddb1e624059602aec585bdf42c0f00101f901ee86240000000000c00205,Coburg,Coburg,1.0,City of Merri-bek,Coburg,-37.757298,-37.732558,144.946097,144.983291
64,960.0,Coburg North,8112.0,9472.0,10680.0,11950.0,13337.0,2GMEL,5225.0,0.644107495,-37.7243476,144.9675198,51706715ecf51e624059d277126cb7dc42c0f00101f901766b240000000000c00205,Coburg North,Coburg North,1.0,City of Merri-bek,Coburg North,-37.736003,-37.718145,144.949464,144.985832
65,135.0,Collingwood,9235.0,10988.0,11993.0,13212.0,14598.0,2GMEL,5363.0,0.580725501,-37.802104,144.9881387,512f0d0dd59e1f624059d2fe0758abe642c0f00101f9014e5d240000000000c00205,Collingwood,Collingwood,1.0,City of Yarra,Collingwood,-37.8098688,-37.793896,144.982553,144.993747
66,,Craigieburn,52754.0,67986.0,76319.0,80399.0,83491.0,2GMEL,30737.0,0.582647761,-37.5901421,144.9108265,5191ba9d7d251d62405913bfbdc689cb42c0f00101f901b3a5240000000000c00205,Craigieburn,Craigieburn,1.0,City of Hume,Craigieburn,-37.622633,-37.540121,144.8795448,144.965563
67,1033.0,Cranbourne,20888.0,21912.0,23126.0,24585.0,26262.0,2GMEL,5374.0,0.257276905,-38.1087442,145.2834004,518c35b79d112962405999507754eb0d43c0f00101f9014a0a250000000000c00205,Cranbourne,Cranbourne,1.0,City of Casey,Cranbourne,-38.144837,-38.08072,145.249226,145.295404
68,1034.0,Cranbourne East,26754.0,60536.0,85547.0,105606.0,118601.0,2GMEL,91847.0,3.433019362,-38.1080912,145.3056221,51ea8dffa7c729624059217eb4eed50d43c0f00101f9010125250000000000c00205,Cranbourne East,Cranbourne East,1.0,City of Casey,Cranbourne East,-38.141713,-38.084514,145.288241,145.324895
69,1035.0,Cranbourne North,20985.0,25956.0,29473.0,31901.0,33363.0,2GMEL,12378.0,0.589849893,-38.0775184,145.2989039,51b364e99e90296240594c6b781fec0943c0f00101f901440a250000000000c00205,Cranbourne North,Cranbourne North,1.0,City of Casey,Cranbourne North,-38.089242,-38.065814,145.262102,145.335321
