,Area Type,Area Name,Total_2016,Total_2036,Population Difference,Population Growth
373,2GMEL,West Footscray - Tottenham,12058,15593.0,3535.0,29.31663625808592
374,2GMEL,Yarraville,15656,22077.0,6421.0,41.013030148186
375,2GMEL,Bacchus Marsh,20989,36006.0,15017.0,71.54700080994807
376,2GMEL,Hillside,21305,65225.0,43920.0,206.14879136352968
377,2GMEL,Melton,19560,24674.0,5114.0,26.145194274028633
378,2GMEL,Melton South,24243,70474.0,46231.0,190.69834591428454
379,2GMEL,Melton West,18157,29167.0,11010.0,60.63777055681005
380,2GMEL,Rockbank - Mount Cottrell,3148,65254.0,62106.0,1972.87166454892
381,2GMEL,Taylors Hill,20218,22405.0,2187.0,10.81709367889999
382,2GMEL,Burnside,4943,6487.0,1544.0,31.236091442443858
383,2GMEL,Burnside Heights,6431,7665.0,1234.0,19.188306639713886
384,2GMEL,Caroline Springs,20968,22997.0,2029.0,9.676650133536818
385,2GMEL,Hoppers Crossing - North,20172,21715.0,1543.0,7.6492167360698
386,2GMEL,Hoppers Crossing - South,20220,21782.0,1562.0,7.725024727992087
387,2GMEL,Laverton,9385,15648.0,6263.0,66.73415023974427
388,2GMEL,Tarneit,36404,108005.0,71601.0,196.68443028238656
389,2GMEL,Truganina,24628,49228.0,24600.0,99.88630826701316
390,2GMEL,Werribee - South,11776,28856.0,17080.0,145.04076086956522
391,2GMEL,Wyndham Vale,24270,65947.0,41677.0,171.72229089410794
392,2GMEL,Point Cook - East,12818,23083.0,10265.0,80.08269620845687
393,2GMEL,Point Cook - North,24288,27028.0,2740.0,11.28129117259552
394,2GMEL,Point Cook - South,15147,30303.0,15156.0,100.05941770647652
395,2GMEL,Werribee - East,20643,23681.0,3038.0,14.716853170566294
396,2GMEL,Werribee - West,12283,50393.0,38110.0,310.2662216070992
397,2GMEL,Carrum Downs,21549,26996.0,5447.0,25.27727504756601
398,2GMEL,Frankston,23510,29613.0,6103.0,25.95916631220757
399,2GMEL,Frankston North,19939,22268.0,2329.0,11.680625909022519
400,2GMEL,Frankston South,18995,21423.0,2428.0,12.782311134509081
401,2GMEL,Langwarrin,24694,28684.0,3990.0,16.15777111849032
402,2GMEL,Seaford (Vic.),17151,21408.0,4257.0,24.82071016267273
403,2GMEL,Skye - Sandhurst,13664,15395.0,1731.0,12.668325526932083
404,2GMEL,Dromana,11454,16128.0,4674.0,40.806705081194345
405,2GMEL,Flinders,5642,6110.0,468.0,8.294930875576037
406,2GMEL,Hastings - Somers,22851,29788.0,6937.0,30.357533587151547
407,2GMEL,Mornington,25030,31386.0,6356.0,25.393527766679984
408,2GMEL,Mount Eliza,18696,21470.0,2774.0,14.83739837398374
409,2GMEL,Mount Martha,19365,25179.0,5814.0,30.023237800154916
410,2GMEL,Point Nepean,17999,20061.0,2062.0,11.45619201066726
411,2GMEL,Rosebud - McCrae,21613,27629.0,6016.0,27.835099245824274
412,2GMEL,Somerville,18878,22616.0,3738.0,19.80082635872444
413,2RVIC,Ararat,8386,8679.0,293.0,3.4939184354877173
414,2RVIC,Ararat Region,3198,3013.0,-185.0,-5.784865540963102
415,2RVIC,Horsham,16462,17649.0,1187.0,7.2105454987243345
416,2RVIC,Horsham Region,3443,2969.0,-474.0,-13.7670636073192
417,2RVIC,Nhill Region,6960,5483.0,-1477.0,-21.221264367816094
418,2RVIC,St Arnaud,3353,2624.0,-729.0,-21.7417238294065
419,2RVIC,Stawell,8225,7590.0,-635.0,-7.720364741641338
420,2RVIC,West Wimmera,2782,2127.0,-655.0,-23.544212796549246
421,2RVIC,Yarriambiack,6693,5531.0,-1162.0,-17.36142238159271
422,2RVIC,Irymple,6945,7731.0,786.0,11.317494600431965
423,2RVIC,Merbein,4820,5223.0,403.0,8.360995850622405
424,2RVIC,Mildura Region,3747,3113.0,-634.0,-16.920202828929813
425,2RVIC,Red Cliffs,5947,6585.0,638.0,10.728098200773498
426,2RVIC,Mildura - North,18398,20671.0,2273.0,12.3546037612784
427,2RVIC,Mildura - South,14801,19230.0,4429.0,29.923653807175192
428,2RVIC,Buloke,6285,5015.0,-1270.0,-20.20684168655529
429,2RVIC,Gannawarra,6661,6193.0,-468.0,-7.025972076264825
430,2RVIC,Kerang,3898,3727.0,-171.0,-4.386865059004618
431,2RVIC,Robinvale,3382,3146.0,-236.0,-6.9781194559432285
432,2RVIC,Swan Hill,11079,11962.0,883.0,7.970033396515931
433,2RVIC,Swan Hill Region,6442,5417.0,-1025.0,-15.911207699472213
434,2RVIC,Echuca,14888,16385.0,1497.0,10.055077915099409
435,2RVIC,Kyabram,11034,11305.0,271.0,2.4560449519666485
436,2RVIC,Lockington - Gunbower,3855,3800.0,-55.0,-1.4267185473411155
437,2RVIC,Rochester,3895,4026.0,131.0,3.3632862644415917
438,2RVIC,Rushworth,4076,3726.0,-350.0,-8.58684985279686
439,2RVIC,Cobram,6420,6695.0,275.0,4.283489096573208
440,2RVIC,Moira,2623,2694.0,71.0,2.706824247045368
441,2RVIC,Numurkah,12422,12443.0,21.0,0.16905490259217518
442,2RVIC,Yarrawonga,8021,10553.0,2532.0,31.56713626729834
443,2RVIC,Mooroopna,8033,8419.0,386.0,4.805178638117765
444,2RVIC,Shepparton - North,19007,23820.0,4813.0,25.322249697479876
445,2RVIC,Shepparton - South,23668,30605.0,6937.0,29.30961635964171
446,2RVIC,Shepparton Region - East,3897,3859.0,-38.0,-0.9751090582499358
447,2RVIC,Shepparton Region - West,10279,10796.0,517.0,5.029672147096021
448,2RVIC,Glenelg (Vic.),8778,7650.0,-1128.0,-12.850307587149693
449,2RVIC,Hamilton (Vic.),10081,9772.0,-309.0,-3.065172105941871
450,2RVIC,Portland,10943,11064.0,121.0,1.1057296902129214
451,2RVIC,Southern Grampians,6143,5340.0,-803.0,-13.071789028162137
452,2RVIC,Camperdown,3526,3177.0,-349.0,-9.897901304594441
453,2RVIC,Colac,12450,13516.0,1066.0,8.562248995983936
454,2RVIC,Colac Region,5381,5108.0,-273.0,-5.073406430031593
455,2RVIC,Corangamite - North,5432,4970.0,-462.0,-8.505154639175258
456,2RVIC,Corangamite - South,7274,6723.0,-551.0,-7.57492438823206
457,2RVIC,Otway,3556,3729.0,173.0,4.865016872890888
458,2RVIC,Moyne - East,6709,6977.0,268.0,3.994634073632434
459,2RVIC,Moyne - West,9603,11627.0,2024.0,21.076746849942726
460,2RVIC,Warrnambool - North,21442,26289.0,4847.0,22.60516742841153
461,2RVIC,Warrnambool - South,13173,14046.0,873.0,6.627191983602825
